Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
16178,"Dairy Queen (Dairy Queen, #1)",Catherine Gilbert Murdock,"Murdock, Catherine Gilbert",,0618683070,9780618683079,4,3.73,HMH Books for Young Readers,Hardcover,275,2006,2006,07/11/2015,07/11/2015,,,read,,,,1,,,0,,,,,
649514,"The Off Season (Dairy Queen, #2)",Catherine Gilbert Murdock,"Murdock, Catherine Gilbert",,0618686959,9780618686957,4,3.94,HMH Books for Young Readers,Hardcover,277,2007,2007,08/11/2015,08/11/2015,,,read,,,,1,,,0,,,,,
459064,"Reaper's Gale (The Malazan Book of the Fallen, #7)",Steven Erikson,"Erikson, Steven",,0593046315,9780593046319,5,4.35,Bantam Press,Hardcover,928,2007,2007,08/08/2016,08/08/2016,,,read,,,,1,,,0,,,,,
1126719,House of Suns,Alastair Reynolds,"Reynolds, Alastair",,0575099127,9780575099128,5,4.2,Gollancz,Paperback,512,2010,2008,26/09/2015,26/09/2015,,,read,,,,1,,,0,,,,,
20499240,"Foxglove Summer (Peter Grant, #5)",Ben Aaronovitch,"Aaronovitch, Ben",,0575132507,9780575132504,4,4.19,Gollancz,Hardcover,377,2014,2014,04/03/2015,04/03/2015,,,read,,,,1,,,0,,,,,
17250961,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,057509334X,9780575093348,0,4.68,Gollancz ,Paperback,1243,2017,2017,,30/06/2016,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,0575079797,9780575079793,4,4.14,Gollancz,Paperback,517,2007,2006,26/04/2015,26/04/2015,,,read,,,,1,,,0,,,,,
902715,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,"Abercrombie, Joe",,0575077883,9780575077881,4,4.27,Gollancz,Trade Paperback,441,2007,2007,26/04/2015,26/04/2015,,,read,,,,1,,,0,,,,,
944076,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,"Abercrombie, Joe",,0575077905,9780575077904,5,4.27,Gollancz,Trade Paperback,536,2008,2008,28/04/2015,28/04/2015,,,read,,,,1,,,0,,,,,
478951,"The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson,"Erikson, Steven",,0553813153,9780553813159,5,4.42,Bantam,Mass Market Paperback,1231,2007,2006,08/08/2016,08/08/2016,,,read,,,,1,,,0,,,,,
345299,"Midnight Tides (The Malazan Book of the Fallen, #5)",Steven Erikson,"Erikson, Steven",,0553813145,9780553813142,5,4.34,Bantam,Paperback,940,2005,2004,19/07/2016,19/07/2016,,,read,,,,1,,,0,,,,,
25324111,"And I Darken (The Conqueror's Saga, #1)",Kiersten White,"White, Kiersten",,0552573744,9780552573740,5,3.91,Corgi Childrens,Paperback,484,2016,2016,06/07/2016,06/07/2016,,,read,,,,1,,,0,,,,,
17876,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Andrew R. MacAndrew, Ben Marcus",0451529553,9780451529558,4,4.17,Signet,Paperback,233,2004,1864,,19/03/2014,,,read,,,,1,,,0,,,,,
17184,The Invisible Man,H.G. Wells,"Wells, H.G.",,0451528522,9780451528520,0,3.62,Signet Classics,Paperback,192,2002,1897,29/07/2014,29/07/2014,,,read,,,,1,,,0,,,,,
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti",0451528557,9780451528551,4,3.87,Signet Classics,Paperback,118,2002,1895,,25/03/2014,,,read,,,,1,,,0,,,,,
22062213,"Etched in Bone (The Others, #5)",Anne Bishop,"Bishop, Anne",,045147449X,9780451474490,0,4.3,Roc,Hardcover,397,2017,2017,,19/03/2016,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
21457243,"Vision in Silver (The Others, #3)",Anne Bishop,"Bishop, Anne",,045146527X,9780451465276,4,4.27,Roc,Hardcover,400,2015,2015,16/01/2015,16/01/2015,,,read,,,,1,,,0,,,,,
22062202,"Marked in Flesh (The Others, #4)",Anne Bishop,"Bishop, Anne",,0451474473,9780451474476,5,4.3,Roc,Hardcover,399,2016,2016,04/03/2015,04/03/2015,,,read,,,,1,,,0,,,,,
15711341,"Written in Red (The Others, #1)",Anne Bishop,"Bishop, Anne",,0451464966,9780451464965,5,4.29,Roc,Hardcover,433,2013,2013,15/01/2015,15/01/2015,,,read,,,,1,,,0,,,,,
8315340,"Twilight's Dawn (The Black Jewels, #9)",Anne Bishop,"Bishop, Anne",,0451463781,9780451463784,3,4.26,Roc,Hardcover,435,2011,2011,31/03/2015,31/03/2015,,,read,,,,1,,,0,,,,,
3598830,"The Shadow Queen (The Black Jewels, #7)",Anne Bishop,"Bishop, Anne",,0451462548,9780451462541,3,4.3,Roc,Hardcover,429,2009,2009,31/03/2015,31/03/2015,,,read,,,,1,,,0,,,,,
6625002,"Shalador's Lady (The Black Jewels, #8)",Anne Bishop,"Bishop, Anne",,0451463153,9780451463159,3,4.33,Roc,Hardcover,476,2010,2010,31/03/2015,31/03/2015,,,read,,,,1,,,0,,,,,
213105,"Dreams Made Flesh (The Black Jewels, #5)",Anne Bishop,"Bishop, Anne",,0451460707,9780451460707,4,4.31,Roc,Paperback,439,2006,2005,29/03/2015,29/03/2015,,,read,,,,1,,,0,,,,,
997846,"Tangled Webs (The Black Jewels, #6)",Anne Bishop,"Bishop, Anne",,0451461606,9780451461605,3,4.03,Roc,Hardcover,368,2008,2008,29/03/2015,29/03/2015,,,read,,,,1,,,0,,,,,
47959,"Queen of the Darkness (The Black Jewels, #3)",Anne Bishop,"Bishop, Anne",,0451456734,9780451456731,4,4.37,Roc,Mass Market Paperback,430,2000,2000,28/03/2015,28/03/2015,,,read,,,,1,,,0,,,,,
47956,Daughter of the Blood (The Black Jewels #1),Anne Bishop,"Bishop, Anne",,0451456718,9780451456717,3,4.12,Roc NAL (New American Library) Penguin,Mass Market Paperback,412,1998,1998,26/03/2015,26/03/2015,,,read,,,,1,,,0,,,,,
47957,"Heir to the Shadows (The Black Jewels, #2)",Anne Bishop,"Bishop, Anne",,0451456726,9780451456724,4,4.33,Roc,Mass Market Paperback,482,1999,1999,28/03/2015,28/03/2015,,,read,,,,1,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,0441783589,9780441783588,2,4,Ace Book,Mass Market Paperback,335,1987,1959,30/03/2014,30/03/2014,,,read,,,,1,,,0,,,,,
112,Children of Dune (Dune Chronicles #3),Frank Herbert,"Herbert, Frank",,0441104029,9780441104024,3,3.9,Ace Books,Mass Market Paperback,408,1987,1976,29/11/2014,29/11/2014,,,read,,,,1,,,0,,,,,
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,"Herbert, Frank",,0441172695,9780441172696,3,3.86,Ace Books,Mass Market Paperback,331,1987,1969,29/11/2014,29/11/2014,,,read,,,,1,,,0,,,,,
10561549,"Fate's Edge (The Edge, #3)",Ilona Andrews,"Andrews, Ilona",,0441020860,9780441020867,3,4.08,Penguin,Mass Market Paperback,372,2011,2011,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
10648186,"Aftermath (Sirantha Jax, #5)",Ann Aguirre,"Aguirre, Ann",,044102078X,9780441020782,3,4.04,Ace,Mass Market Paperback,307,2011,2011,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
8559047,"Magic Slays (Kate Daniels, #5)",Ilona Andrews,"Andrews, Ilona",,0441020429,9780441020423,3,4.43,Berkley Publishing Group,Mass Market Paperback,308,2011,2011,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
13413589,"Frost Burned (Mercy Thompson, #7)",Patricia Briggs,"Briggs, Patricia",,0441020011,9780441020010,3,4.35,Ace Books,Hardcover,342,2013,2013,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
7843135,"Killbox (Sirantha Jax, #4)",Ann Aguirre,"Aguirre, Ann",,0441019412,9780441019410,3,4.08,Ace Science Fiction,Mass Market Paperback,353,2010,2010,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
7130616,"Bayou Moon (The Edge, #2)",Ilona Andrews,"Andrews, Ilona",,0441019455,9780441019458,3,4.09,Penguin Berkley Ace,Mass Market Paperback,447,2010,2010,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
6479550,"Magic Bleeds (Kate Daniels, #4)",Ilona Andrews,"Andrews, Ilona",,0441018521,9780441018529,3,4.46,Berkley Publishing Group,Mass Market Paperback,349,2010,2010,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
6587387,"Silver Borne (Mercy Thompson, #5)",Patricia Briggs,"Briggs, Patricia",,044101819X,9780441018192,3,4.38,Ace Books,Hardcover,342,2010,2010,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
6329547,"On the Edge (The Edge, #1)",Ilona Andrews,"Andrews, Ilona",,0441017800,9780441017805,3,4.03,Ace,Mass Market Paperback,309,2009,2009,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
6453280,"Doubleblind (Sirantha Jax, #3)",Ann Aguirre,"Aguirre, Ann",,0441017819,9780441017812,3,4,Ace,Paperback,302,2009,2009,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
4345498,"Magic Strikes (Kate Daniels, #3)",Ilona Andrews,"Andrews, Ilona",,0441017029,9780441017027,3,4.44,Berkley Publishing Group,Mass Market Paperback,310,2009,2009,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
1828067,"Grimspace (Sirantha Jax, #1)",Ann Aguirre,"Aguirre, Ann",,0441015999,9780441015993,3,3.74,Ace Berkley Penguin,Mass Market Paperback,312,2008,2008,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
3182799,"Wanderlust (Sirantha Jax, #2)",Ann Aguirre,"Aguirre, Ann",,0441016278,9780441016273,3,3.88,Ace Berkley Penguin,Mass Market Paperback,312,2008,2008,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
1412138,"Iron Kissed (Mercy Thompson, #3)",Patricia Briggs,"Briggs, Patricia",,0441015662,9780441015665,3,4.36,Ace Books,Mass Market Paperback,287,2008,2008,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
1811543,"Magic Burns (Kate Daniels, #2)",Ilona Andrews,"Andrews, Ilona",,0441015832,9780441015832,3,4.33,Berkley Publishing Group,Mass Market Paperback,260,2008,2008,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
38619,"Magic Bites (Kate Daniels, #1)",Ilona Andrews,"Andrews, Ilona",,0441014895,9780441014897,3,4.07,Berkley Publishing Group,Mass Market Paperback,260,2007,2007,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
71811,"Moon Called (Mercy Thompson, #1)",Patricia Briggs,"Briggs, Patricia",,0441013813,9780441013814,3,4.18,Ace,Mass Market Paperback,288,2006,2006,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
285205,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,"Briggs, Patricia",,0441014739,9780441014736,3,4.31,Ace,Mass Market Paperback,292,2007,2007,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
21618,"Forever Peace (The Forever War, #2)",Joe Haldeman,"Haldeman, Joe",,0441005667,9780441005666,3,3.73,Ace Books,Mass Market Paperback,351,1998,1997,22/11/2014,22/11/2014,,,read,,,,1,,,0,,,,,
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,0440242940,9780440242949,3,4.21,Dell Publishing Company,Mass Market Paperback,850,2005,1991,15/02/2015,15/02/2015,,,read,,,,1,,,0,,,,,
3523638,First Comes Marriage (Huxtable Quintet #1),Mary Balogh,"Balogh, Mary",,0440244226,9780440244226,3,3.79,Dell,Paperback,416,2009,2009,10/03/2015,10/03/2015,,,read,,,,1,,,0,,,,,
3007704,The Gone-Away World ,Nick Harkaway,"Harkaway, Nick",,0434018422,9780434018420,5,4.13,William Heinemann,Hardcover,531,2008,2008,25/02/2015,25/02/2015,,,read,,,,1,,,0,,,,,
17333171,"Magic Shifts (Kate Daniels, #8)",Ilona Andrews,"Andrews, Ilona",,042527067X,9780425270677,3,4.47,Ace,Hardcover,342,2015,2015,29/12/2014,29/12/2014,,,read,,,,1,,,0,,,,,
17333174,"Magic Binds (Kate Daniels, #9)",Ilona Andrews,"Andrews, Ilona",,0425270696,9780425270691,4,4.57,Ace,Hardcover,328,2016,2016,30/06/2016,30/06/2016,,,read,,,,1,,,0,,,,,
25776210,"Fire Touched (Mercy Thompson, #9)",Patricia Briggs,"Briggs, Patricia",,0425256766,9780425256763,0,4.36,Ace,Hardcover,342,2016,2016,,31/10/2015,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
12119529,"Magic Breaks (Kate Daniels, #7)",Ilona Andrews,"Andrews, Ilona",,0425256227,9780425256220,3,4.52,Ace Hardcover,Hardcover,381,2014,2014,03/01/2015,03/01/2015,,,read,,,,1,,,0,,,,,
17562900,"Night Broken (Mercy Thompson, #8)",Patricia Briggs,"Briggs, Patricia",,042525674X,9780425256749,3,4.42,Ace Hardcover,Hardcover,341,2014,2014,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
13409405,"Riveted (Iron Seas, #3)",Meljean Brook,"Brook, Meljean",,0425256049,9780425256046,3,3.98,Berkley Trade,Paperback,413,2012,2012,09/01/2015,09/01/2015,,,read,,,,1,,,0,,,,,
10558533,"Heart of Steel (Iron Seas, #2)",Meljean Brook,"Brook, Meljean",,0425243303,9780425243305,4,3.96,Penguin,Paperback,311,2011,2011,06/01/2015,06/01/2015,,,read,,,,1,,,0,,,,,
14290364,"Champion (Legend, #3)",Marie Lu,"Lu, Marie",,0399256776,9780399256776,3,4.37,Putnam Juvenile,Hardcover,369,2013,2013,01/12/2014,01/12/2014,,,read,,,,1,,,0,,,,,
7864587,"The Iron Duke (Iron Seas, #1)",Meljean Brook,"Brook, Meljean",,0425236676,9780425236673,3,3.87,Berkley,Paperback,384,2010,2010,05/01/2015,05/01/2015,,,read,,,,1,,,0,,,,,
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,039925675X,9780399256752,3,4.19,Putnam Juvenile,Hardcover,305,2011,2011,01/12/2014,01/12/2014,,,read,,,,1,,,0,,,,,
13414446,"Prodigy (Legend, #2)",Marie Lu,"Lu, Marie",,0399256768,9780399256769,3,4.28,Putnam Juvenile,Hardcover,371,2013,2013,01/12/2014,01/12/2014,,,read,,,,1,,,0,,,,,
23846013,"The Rose Society (The Young Elites, #2)",Marie Lu,"Lu, Marie",,0399167846,9780399167843,3,4.1,G.P. Putnam's Sons Books for Young Readers,Hardcover,398,2015,2015,13/12/2015,13/12/2015,,,read,,,,1,,,0,,,,,
20821111,"The Young Elites (The Young Elites, #1)",Marie Lu,"Lu, Marie",,0399167838,9780399167836,3,3.93,G.P. Putnam’s Sons Books for Young Readers,Hardcover,355,2014,2014,04/12/2014,04/12/2014,,,read,,,,1,,,0,,,,,
227463,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,0393312836,9780393312836,3,3.98,W. W. Norton  Company,Paperback,212,1995,1962,,25/03/2014,,,read,,,,1,,,0,,,,,
10987,"Voyager (Outlander, #3)",Diana Gabaldon,"Gabaldon, Diana",,0385335997,9780385335997,3,4.38,Delta,Paperback,870,2001,1993,15/02/2015,15/02/2015,,,read,,,,1,,,0,,,,,
19322249,Tigerman,Nick Harkaway,"Harkaway, Nick",,0385352417,9780385352413,5,3.92,Knopf,Hardcover,337,2014,2014,25/02/2015,25/02/2015,,,read,,,,1,,,0,,,,,
10988,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,"Gabaldon, Diana",,0385335989,9780385335980,2,4.34,Delta,Paperback,880,2001,1996,15/02/2015,15/02/2015,,,read,,,,1,,,0,,,,,
5364,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,"Gabaldon, Diana","Sven Christer Swahn, Gunilla Leining",0385335970,9780385335973,3,4.31,Bantam,Paperback,743,2001,1992,15/02/2015,15/02/2015,,,read,,,,1,,,0,,,,,
73100,"This Heart of Mine (Chicago Stars, #5)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0380808080,,3,4.12,Avon,Mass Market Paperback,432,2002,2001,26/03/2015,26/03/2015,,,read,,,,1,,,0,,,,,
61904,"Paladin of Souls (World of the Five Gods, #2)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0380818612,9780380818617,5,4.13,HarperTorch,Paperback,470,2005,2003,03/02/2015,03/02/2015,,,read,,,,1,,,0,,,,,
73090,"Lady Be Good (Wynette, Texas, #2)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0380794489,9780380794485,3,3.98,Avon,Mass Market Paperback,384,2004,1999,26/03/2015,26/03/2015,,,read,,,,1,,,0,,,,,
73080,"Nobody's Baby But Mine (Chicago Stars, #3)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0380782340,9780380782345,3,4.06,Avon Books,Mass Market Paperback,374,1997,1997,18/03/2015,18/03/2015,,,read,,,,1,,,0,,,,,
73095,"Dream a Little Dream (Chicago Stars, #4)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0380794470,9780380794478,4,4.18,Avon,Paperback,400,1998,1998,20/03/2015,20/03/2015,,,read,,,,1,,,0,,,,,
73084,"Heaven, Texas (Chicago Stars, #2)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0380776847,9780380776849,4,4.08,Avon,Mass Market Paperback,384,1995,1995,12/03/2015,12/03/2015,,,read,,,,1,,,0,,,,,
82434,Saving Francesca,Melina Marchetta,"Marchetta, Melina",,0375829830,9780375829833,4,3.96,Knopf Books for Young Readers,Paperback,243,2006,2003,17/03/2015,17/03/2015,,,read,,,,1,,,0,,,,,
73070,"It Had to Be You (Chicago Stars, #1)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0380776839,9780380776832,4,4.04,Avon,Mass Market Paperback,376,2002,1994,13/03/2015,13/03/2015,,,read,,,,1,,,0,,,,,
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,0375826696,9780375826696,3,3.87,Alfred A. Knopf Books for Young Readers,Paperback,503,2005,2002,22/01/2015,22/01/2015,,,read,,,,1,,,0,,,,,
20443235,"The Winner's Kiss (The Winner's Trilogy, #3)",Marie Rutkoski,"Rutkoski, Marie",,0374384738,9780374384739,3,4.28," Farrar, Straus and Giroux ",Hardcover,484,2016,2016,10/07/2016,10/07/2016,,,read,,,,1,,,0,,,,,
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,0375759239,9780375759239,4,3.8,Modern Library,Paperback,192,2002,1898,,25/03/2014,,,read,,,,1,,,0,,,,,
20443207,"The Winner's Crime (The Winner's Trilogy, #2)",Marie Rutkoski,"Rutkoski, Marie",,0374384711,9780374384715,3,4.16,Farrar Straus Giroux ,ebook,416,2015,2015,10/07/2016,10/07/2016,,,read,,,,1,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,0374275637,9780374275631,5,4.1,"Farrar, Straus and Giroux",Hardcover,418,2011,2011,,19/03/2014,,,read,,,,1,,,0,,,,,
16069030,"The Winner's Curse (The Winner's Trilogy, #1)",Marie Rutkoski,"Rutkoski, Marie",,0374384681,9780374384685,3,4.02,Farrar Straus Giroux ,ebook,355,2014,2014,10/07/2016,10/07/2016,,,read,,,,1,,,0,,,,,
17883441,"The Forever Song (Blood of Eden, #3)",Julie Kagawa,"Kagawa, Julie",,0373211120,9780373211128,3,4.18,Harlequin Teen,Hardcover,393,2014,2014,06/04/2015,06/04/2015,,,read,,,,1,,,0,,,,,
13581990,"The Eternity Cure (Blood of Eden, #2)",Julie Kagawa,"Kagawa, Julie",,0373210698,9780373210695,3,4.25,Harlequin Teen,Hardcover,434,2013,2013,06/04/2015,06/04/2015,,,read,,,,1,,,0,,,,,
10215349,"The Immortal Rules (Blood of Eden, #1)",Julie Kagawa,"Kagawa, Julie",,0373210515,9780373210510,3,4.1,Harlequin Teen,Hardcover,485,2012,2012,06/04/2015,06/04/2015,,,read,,,,1,,,0,,,,,
23533039,Ancillary Mercy (Imperial Radch #3),Ann Leckie,"Leckie, Ann",,0356502422,9780356502427,4,4.2,Orbit,Paperback,330,2015,2015,10/12/2014,10/12/2014,,,read,,,,1,,,0,,,,,
17608111,"The Crimson Campaign (Powder Mage, #2)",Brian  McClellan,"McClellan, Brian",,0356502023,9780356502021,4,4.36,Orbit,Hardcover,596,2014,2014,14/06/2015,14/06/2015,,,read,,,,1,,,0,,,,,
18966806,"Morning Star (Red Rising, #3)",Pierce Brown,"Brown, Pierce",,0345539842,9780345539847,3,4.5,Del Rey,Hardcover,524,2016,2016,29/01/2016,29/01/2016,,,read,,,,1,,,0,,,,,
15839976,"Red Rising (Red Rising, #1)",Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,4,4.26,Del Rey (Random House),Hardcover,382,2014,2014,29/01/2016,29/01/2016,,,read,,,,1,,,0,,,,,
18966819,"Golden Son (Red Rising, #2)",Pierce Brown,"Brown, Pierce",,0345539826,9780345539823,4,4.45,Del Rey,ebook,430,2015,2015,29/01/2016,29/01/2016,,,read,,,,1,,,0,,,,,
9970042,"Whispers Under Ground (Peter Grant, #3)",Ben Aaronovitch,"Aaronovitch, Ben",,0345524616,9780345524614,4,4.16,Del Rey,Paperback,303,2012,2012,04/03/2015,04/03/2015,,,read,,,,1,,,0,,,,,
8680417,"Midnight Riot (Peter Grant, #1)",Ben Aaronovitch,"Aaronovitch, Ben",,034552425X,9780345524256,4,3.92,Random House Ballantine,Paperback,298,2011,2011,04/03/2015,04/03/2015,,,read,,,,1,,,0,,,,,
8680418,"Moon Over Soho (Peter Grant, #2)",Ben Aaronovitch,"Aaronovitch, Ben",,0345524594,9780345524591,4,4.1,Random House Ballantine ,Paperback,289,2011,2011,04/03/2015,04/03/2015,,,read,,,,1,,,0,,,,,
45244,Judas Unchained,Peter F. Hamilton,"Hamilton, Peter F.",,0345461665,9780345461667,5,4.3,Del Rey,Hardcover,827,2006,2005,11/10/2015,11/10/2015,,,read,,,,1,,,0,,,,,
45252,Pandora's Star,Peter F. Hamilton,"Hamilton, Peter F.",,0345461622,9780345461629,5,4.24,Del Rey,Hardcover,768,2005,2004,11/10/2015,11/10/2015,,,read,,,,1,,,0,,,,,
234225,Dune (Dune Chronicles #1),Frank Herbert,"Herbert, Frank",,0340839937,9780340839935,5,4.2,Hodder & Stoughton,Paperback,604,2006,1965,29/11/2014,29/11/2014,,,read,,,,1,,,0,,,,,
78985,Sons of Fortune,Jeffrey Archer,"Archer, Jeffrey",,033041335X,9780330413350,0,3.83,Pan,Paperback,608,2003,2002,25/03/2015,25/03/2015,,,read,,,,1,,,0,,,,,
153008,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,"Carey, Jacqueline",,0330493744,9780330493741,4,4.04,Tor Fantasy,Paperback,1015,2003,2001,23/03/2015,23/03/2015,,,read,,,,1,,,0,,,,,
24819470,"Ancillary Mercy (Imperial Radch, #3)",Ann Leckie,"Leckie, Ann",,0316246689,9780316246682,4,4.2,Orbit,Paperback,330,2015,2015,19/11/2015,19/11/2015,,,read,,,,1,,,0,,,,,
20706284,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,"Leckie, Ann",,0316246654,9780316246651,4,4.04,Orbit,Paperback,356,2014,2014,24/11/2014,24/11/2014,,,read,,,,1,,,0,,,,,
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,031624662X,9780316246620,5,3.97,Orbit,Paperback,386,2013,2013,29/07/2014,29/07/2014,,,read,,,,1,,,0,,,,,
18295835,Heaven's Queen  (Paradox #3),Rachel Bach,"Bach, Rachel",,0316221120,9780316221122,3,3.95,Orbit,Paperback,379,2014,2014,19/12/2014,19/12/2014,,,read,,,,1,,,0,,,,,
15790894,Fortune's Pawn (Paradox #1),Rachel Bach,"Bach, Rachel",,0316221112,9780316221115,3,3.96,Orbit,Paperback,320,2013,2013,17/12/2014,17/12/2014,,,read,,,,1,,,0,,,,,
20883847,"The Autumn Republic (Powder Mage, #3)",Brian  McClellan,"McClellan, Brian",,0316219126,9780316219129,4,4.35,Orbit,Hardcover,580,2015,2015,14/06/2015,14/06/2015,,,read,,,,1,,,0,,,,,
16131473,Honor's Knight (Paradox #2),Rachel Bach,"Bach, Rachel",,0316221074,9780316221078,3,3.99,Orbit,ebook,384,2014,2014,19/12/2014,19/12/2014,,,read,,,,1,,,0,,,,,
15790883,"Promise of Blood (Powder Mage, #1)",Brian  McClellan,"McClellan, Brian",,0316219037,9780316219037,4,4.16,Orbit,Hardcover,545,2013,2013,14/06/2015,14/06/2015,,,read,,,,1,,,0,,,,,
18656030,"Cibola Burn (The Expanse, #4)",James S.A. Corey,"Corey, James S.A.",,031621762X,9780316217620,4,4.12,Orbit,Hardcover,581,2014,2014,10/12/2014,10/12/2014,,,read,,,,1,,,0,,,,,
12799420,"Prudence (The Custard Protocol, #1)",Gail Carriger,"Carriger, Gail",,0316212245,9780316212243,3,3.79,Orbit,Hardcover,357,2015,2015,14/12/2014,14/12/2014,,,read,,,,1,,,0,,,,,
13521459,"Red Country (First Law World, #6)",Joe Abercrombie,"Abercrombie, Joe",,0316214442,9780316214445,4,4.28,Orbit,ebook,469,2012,2012,05/06/2015,05/06/2015,,,read,,,,1,,,0,,,,,
12799435,"Imprudence (The Custard Protocol, #2)",Gail Carriger,"Carriger, Gail",,0316212210,9780316212212,0,4.06,Orbit,Hardcover,355,2016,2016,,17/12/2015,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,0316187747,9780316187749,4,4.21,Orbit,Paperback,649,2011,2011,28/05/2015,28/05/2015,,,read,,,,1,,,0,,,,,
11100431,"Heir of Novron (The Riyria Revelations, #5-6)",Michael J. Sullivan,"Sullivan, Michael J.",,0316187712,9780316187718,4,4.47,Orbit,Paperback,932,2012,2012,28/05/2015,28/05/2015,,,read,,,,1,,,0,,,,,
10790277,"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan,"Sullivan, Michael J.",,0316187704,9780316187701,4,4.35,Orbit,Paperback,786,2011,2010,28/05/2015,28/05/2015,,,read,,,,1,,,0,,,,,
8490112,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,"Taylor, Laini",,0316134023,9780316134026,4,4.04,"Little, Brown Books for Young Readers",Hardcover,422,2011,2011,13/04/2015,13/04/2015,,,read,,,,1,,,0,,,,,
13618440,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",Laini Taylor,"Taylor, Laini",,0316134074,9780316134071,4,4.23,"Little, Brown & Company",Hardcover,613,2014,2014,13/04/2015,13/04/2015,,,read,,,,1,,,0,,,,,
12812550,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,"Taylor, Laini",,0316133973,9780316133975,5,4.2,"Little, Brown Books for Young Readers",Hardcover,517,2012,2012,13/04/2015,13/04/2015,,,read,,,,1,,,0,,,,,
8356487,"Heartless (Parasol Protectorate, #4)",Gail Carriger,"Carriger, Gail",,0316127191,9780316127196,4,4.07,Orbit,Mass Market Paperback,374,2011,2011,16/12/2014,16/12/2014,,,read,,,,1,,,0,,,,,
